"beta_max_aux","beta_aux","PI_aux","PI_bar_aux","rhoI_aux","tempI_aux","P_rel_aux","vel_rel_aux","Omega_aux","Aint_aux","ht_liq_aux","ht_gas_aux","EI_liq_aux","EI_gas_aux","mu_max_aux_l","kappa_max_aux_l","mu_aux_l","kappa_aux_l","jump_grad_press_aux_l","jump_grad_alpha_aux_l","jump_grad_dens_aux_l","smooth_jump_grad_press_aux_l","smooth_jump_grad_dens_aux_l","mu_max_aux_g","kappa_max_aux_g","mu_aux_g","kappa_aux_g","jump_grad_press_aux_g","jump_grad_dens_aux_g","smooth_jump_grad_press_aux_g","smooth_jump_grad_dens_aux_g","ObjectId","GlobalElementId","PedigreeElementId"
0.0916216,0.00510771,926704,927149,901.302,452.984,0.000617426,1.12064e+06,0,900.529,0,0,766321,2.70385e+06,0.0916254,8.169,0.00485619,0.00485619,168367,0.040705,0.0166718,166181,0.0166792,0.0925191,2.7515,0.0129505,0.0129505,107473,0.374141,105573,0.36705,0,21,21
0.0942466,0.0058509,922690,923182,901.3,452.983,0.000617969,1.11753e+06,0,901.312,0,0,766326,2.70385e+06,0.0942511,8.17161,0.00521606,0.00521606,162342,0.0381303,0.0183975,164658,0.0184928,0.0952436,2.75255,0.0143172,0.0143172,99651.9,0.346211,101648,0.353737,0,22,22
0.0970769,0.00599514,918230,918774,901.299,452.981,0.000618588,1.11408e+06,0,902.206,0,0,766332,2.70386e+06,0.0970822,8.17443,0.005593,0.005593,165582,0.0371299,0.0205045,162841,0.0205213,0.0981836,2.75363,0.0151578,0.0151578,99814.3,0.348383,97499.2,0.339639,0,23,23
0.100117,0.00678582,913323,913925,901.297,452.98,0.000619274,1.11029e+06,0,903.195,0,0,766338,2.70387e+06,0.100124,8.17746,0.00598743,0.00598743,157858,0.0342522,0.0226787,160736,0.0227797,0.101347,2.75473,0.0166708,0.0166708,90716.4,0.315578,93168.7,0.324944,0,24,24
0.103387,0.00700657,907878,908543,901.295,452.979,0.000620052,1.10609e+06,0,904.319,0,0,766345,2.70388e+06,0.103395,8.18072,0.00639899,0.00639899,161648,0.0334304,0.0252569,158264,0.0252871,0.104753,2.75585,0.0176769,0.0176769,91427.9,0.320237,88646.8,0.309564,0,25,25
0.106892,0.00785189,901886,902620,901.293,452.977,0.000620913,1.10145e+06,0,905.563,0,0,766353,2.7039e+06,0.106901,8.18421,0.00682728,0.00682728,151901,0.0302061,0.027956,155433,0.0280588,0.10841,2.75697,0.0193563,0.0193563,81015.1,0.282203,83968.5,0.293677,0,26,26
0.110652,0.00816166,895243,896054,901.29,452.975,0.000621888,1.09632e+06,0,906.971,0,0,766362,2.70391e+06,0.110663,8.18796,0.0072711,0.0072711,156280,0.0296495,0.0310665,152182,0.031106,0.112341,2.75808,0.0205533,0.0205533,82416,0.290067,80833.2,0.287765,0,27,27
0.114674,0.00906884,887933,888829,901.287,452.973,0.000622968,1.09065e+06,0,908.53,0,0,766372,2.70392e+06,0.114686,8.19196,0.00772876,0.00772876,144266,0.0260444,0.0343351,148508,0.034437,0.116552,2.75917,0.0224184,0.0224184,77485.8,0.288725,79259.4,0.291971,0,28,28
0.118978,0.00948078,879841,880830,901.285,452.971,0.000624185,1.08436e+06,0,910.288,0,0,766382,2.70394e+06,0.118993,8.19625,0.0081977,0.0081977,149220,0.0258605,0.0380112,144393,0.038047,0.121068,2.76021,0.0238308,0.0238308,79649.8,0.300366,82292.8,0.309569,0,29,29
0.12357,0.0104569,870943,872033,901.281,452.969,0.000625533,1.07742e+06,0,912.235,0,0,766394,2.70396e+06,0.123587,8.20082,0.00867427,0.00867427,134868,0.0218507,0.0418306,139798,0.0419271,0.125896,2.76119,0.0258973,0.0258973,92385.5,0.348818,89916.3,0.340604,0,30,30
0.128472,0.0109839,861111,862313,901.278,452.966,0.000627046,1.06972e+06,0,914.42,0,0,766407,2.70398e+06,0.128492,8.2057,0.00915389,0.00915389,140238,0.0221539,0.0460361,136046,0.0460439,0.131061,2.76207,0.0275447,0.0275447,95244.2,0.364414,97859.1,0.373608,0,31,31
0.133685,0.0120353,850317,851640,901.274,452.963,0.00062872,1.06121e+06,0,916.838,0,0,766422,2.704e+06,0.133709,8.21089,0.00963013,0.00963013,128841,0.0239378,0.0502727,133026,0.0503556,0.136567,2.76283,0.0298206,0.0298206,108563,0.416786,106041,0.408424,0,32,32
0.139232,0.0126888,838426,839881,901.27,452.96,0.000630589,1.05178e+06,0,919.537,0,0,766438,2.70403e+06,0.13926,8.21642,0.0100955,0.0100955,134186,0.0248278,0.0548408,137282,0.0547828,0.142439,2.76341,0.0317129,0.0317129,111793,0.435712,114249,0.444461,0,33,33
0.14511,0.0138206,825408,827004,901.266,452.956,0.00063265,1.04135e+06,0,922.514,0,0,766456,2.70406e+06,0.145142,8.22227,0.01054,0.01054,151918,0.0296251,0.0591769,148586,0.0592319,0.148677,2.76379,0.0341921,0.0341921,124847,0.489634,122306,0.481228,0,34,34
